id|Name|Sex|Age|Height|Weight|Team
15318|Veli Selim Saarinen|M|29|173|65|Finland
15319|Juho Julius Saaristo|M|20|181|81|Finland
15320|Lucas Saatkamp|M|30|209|101|Brazil
15321|Nijol Sabait (-Razien)|F|22|168|56|Soviet Union
15322|Leonidas Sabanis|M|28|160|60|Greece
15323|Gabriela Beatriz Sabatini|F|18|175|64|Argentina
15324|Arawat Sabejew|M|27|190|97|Germany
15325|Shamil Altayevich Sabirov|M|21|161|48|Soviet Union
15326|Martina Sblkov|F|26|171|53|Czech Republic
15327|Iozhef Iozhefovych Sabo|M|32|174|72|Soviet Union
15328|Arvydas Romas Sabonis|M|31|223|122|Lithuania
15329|Hamilton Sabot|M|25|173|63|France
15330|Jozef Sabovk|M|20|174|60|Czechoslovakia
15331|Gianluigi Saccaro|M|29|182|76|Italy
15332|Romeo Sacchetti|M|26|196|110|Italy
15333|Luca Andrea Sacchi|M|24|185|78|Italy
15334|Evi Sachenbacher-Stehle|F|29|162|52|Germany
15335|Jochen Sachse|M|23|193|112|East Germany
15336|Alicia Marie Sacramone (-Quinn)|F|20|155|53|United States
15337|Vctor Sada Remisa|M|28|192|93|Spain
15338|Wodzimierz Sadalski|M|26|192|93|Poland
15339|Nataliya Ivanovna Sadova (Kaptyukh-)|F|32|180|95|Russia
15340|Olena Anatolivna Sadovnycha|F|32|168|60|Ukraine
15341|Tatyana Kirillovna Sadovskaya|F|26|169|64|Unified Team
15342|Yevgeny Viktorovich Sadovy|M|19|187|73|Unified Team
15343|Abdul-Rashid Bulayevich Sadulayev|M|20|177|86|Russia
15344|Richard Erwin "Rich" Saeger|M|20|185|84|United States
15345|Hadi Saei Bonehkohal|M|32|182|79|Iran
15346|Lucie afov|F|29|177|65|Czech Republic-1
15347|Rinnat Ibragimovich Safin|M|31|170|68|Soviet Union
15348|Timur Marselevich Safin|M|23|182|82|Russia
15349|Dinara Mubinovna Safina|F|22|182|70|Russia
15350|Yuliya Vasilyevna Safina|F|30|178|74|Soviet Union
15351|Dylan Michael Sage|M|24|188|96|South Africa
15352|Alfred Sageder|M|26|181|79|Austria
15353|Guram Sagharadze|M|25|168|78|Soviet Union
15354|Katalin Sgi-Rozsnyi|F|25|162|56|Hungary
15355|Taner Sar|M|19|171|77|Turkey
15356|Einar Sagstuen|M|24|166|60|Norway
15357|Ramazan ahin (rbayhanov-)|M|25|170|66|Turkey
15358|Kamran ahsuvarl|M|23|180|75|Azerbaijan
15359|Asaad Said Saif|M|21|176|104|Qatar
15360|Assa Djabir Sad-Guerni|M|23|187|70|Algeria
15361|Ali Sadi-Sief|M|22|185|70|Algeria
15362|Ibragim Magomed-Saidovich Saidov|M|31|180|125|Belarus
15363|Rustam Saidov|M|22|188|96|Uzbekistan
15364|Yasuyuki Saigo|M|23|185|79|Japan
15365|Nurfitriyana Saiman-Lantang|F|26|159|51|Indonesia
15366|Sylvi Riitta Saimo (Siki-)|F|37|170|60|Finland
15367|David ain|M|24|186|93|Croatia
15368|Esko Raimo Saira|M|37|176|68|Finland
15369|Munir Sait|M|28|170|65|India
15370|Haruka Saito|F|34|173|70|Japan
15371|Hiroya Saito|M|27|173|57|Japan
15372|Hitoshi Saito|M|27|180|143|Japan
15373|Ikuzo Saito|M|23|157|54|Japan
15374|Oleg Elekpayevich Saitov|M|30|178|69|Russia
15375|Zurab Sak''andelidze|M|27|186|81|Soviet Union
15376|Hiroyuki Sakaguchi|M|26|170|72|Japan
15377|Mizuho Sakaguchi|F|24|165|52|Japan
15378|Hiroko Sakai|F|29|177|73|Japan
15379|Masato Sakai|M|21|181|77|Japan
15380|Jaroslav Sakala|M|22|178|64|Czechoslovakia
15381|Koki Sakamoto|M|21|163|56|Japan
15382|Naoko Sakamoto|F|19|161|67|Japan
15383|Tsutomu Sakamoto|M|21|168|69|Japan
15384|Harold Toshiyuki Sakata|M|28|173|81|United States
15385|Yoko Sakaue|F|23|163|95|Japan
15386|Vladimir Nikolayevich Sakhnov|M|26|171|68|Soviet Union
15387|Joseph Steven "Joe" Sakic|M|32|180|88|Canada
15388|Birut akickien (Juoznait-)|F|31|186|80|Lithuania
15389|Saori Sakoda|F|24|175|63|Japan
15390|Jzsef Skovics (-Szecsdi)|M|29|181|71|Hungary
15391|Takao Sakurai|M|23|164|54|Japan
15392|Albert Sala Moreno|M|27|185|79|Spain
15393|Ramn Sala Vallhonrat|M|24|173|67|Spain
15394|Irving Jahir Saladino Arana|M|25|183|70|Panama
15395|Juan Manuel Saladino|M|28|174|73|Argentina
15396|Olha Valerivna Saladukha (-Kostyuk)|F|29|176|57|Ukraine
15397|Ahmed Salah Houssein|M|31|180|64|Djibouti
15398|Tamer Salah Ali Abdu Bayoumi|M|22|173|58|Egypt
15399|Carlos Salas Prez|M|20|195|96|Cuba
15400|Jorge Alberto Salas Chvez|M|46|170|72|Tango
15401|Diego Fernando Salazar Quintero|M|27|163|62|Colombia
15402|Iridia Salazar Blanco|F|22|172|57|Mexico
15403|scar Francisco Salazar Blanco|M|26|175|58|Mexico
15404|Carlos Arnoldo Salcido Flores|M|32|175|70|Mexico
15405|David Tengizovich Saldadze|M|22|185|120|Ukraine
15406|Jamie Rae Sal (-Pelletier)|F|24|155|50|Canada-1
15407|Michel Jean Frdric Salesse|M|29|180|67|France
15408|Stefan Saliger|M|24|178|70|Germany
15409|Aziz Salihu|M|30|186|99|Yugoslavia
15410|Roza Galyamovna Salikhova|F|27|174|70|Soviet Union
15411|Behdad Salimi Kordasiabi|M|22|192|160|Iran
15412|George J. Saling, Jr.|M|23|190|77|United States
15413|Edwin Lyle "Ed" Salisbury|M|22|188|77|United States
15414|John Edward Salisbury|M|22|180|70|Great Britain
15415|Popoola Sodiq Saliu|M|21|170|51|Nigeria
15416|Andrs Sallay|M|26|188|75|Hungary
15417|Raymond Julien Salles|M|31|180|80|France
15418|Ilmari R. Salminen|M|33|181|66|Finland
15419|Max Salminen|M|23|197|98|Sweden
15420|Sakari Jalmari Salminen|M|25|170|72|Finland
15421|Veikko Ilmari Salminen|M|27|183|69|Finland
15422|Riley David Salmon|M|32|197|89|United States
15423|Steven Edward "Steve" Salmons|M|26|193|93|United States
15424|Algimantas alna|M|24|181|75|Soviet Union
15425|Vladimir Valeryevich Salnikov|M|28|181|74|Soviet Union
15426|Yury Grigoryevich Salnikov|M|30|176|73|Soviet Union
15427|Oleksandr Petrovych Salnykov|M|31|197|87|Soviet Union
15428|Pivi Anneli Salo|F|24|165|58|Finland
15429|Sami Sakari Salo|M|39|190|93|Finland
15430|Teemu Matti Tapani Salo|M|32|185|83|Finland
15431|Tommy Mikael Salo|M|23|181|79|Sweden
15432|Jouko Johannes Salomki|M|21|174|78|Finland
15433|Toivo Kostia Salonen|M|22|175|73|Finland
15434|Katja Steen Salskov-Iversen|F|21|173|70|Denmark
15435|Yevgeny Ivanovich Saltsyn|M|31|185|90|Soviet Union
15436|Nino Salukvadze (-Machavariani)|F|39|168|58|Georgia
15437|Erika Salume|F|30|165|63|Estonia
15438|Cesare Salvadori|M|30|170|66|Italy
15439|Ilaria Salvatori|F|33|160|56|Italy
15440|Ulla Salzgeber (Helbing-)|F|46|180|65|Germany
15441|Urs Salzmann|M|29|174|81|Switzerland-1
15442|Renzo Sambo|M|26|190|90|Italy
15443|Luigi Samele|M|25|191|73|Italy
15444|Aya Sameshima|F|25|163|54|Japan
15445|Sara Ahmed Samir|F|18|155|58|Egypt
15446|Gulnara Iskanderovna Samitova-Galkina|F|30|178|54|Russia
15447|Samiullah Khan|M|24|171|64|Pakistan
15448|Eva Samkov|F|20|171|68|Czech Republic
15449|George Samolenko|M|29|173|72|Canada
15450|Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)|F|30|168|54|Unified Team
15451|Anatoly Vasilyevich Samotsvetov|M|23|183|107|Soviet Union
15452|Edward Horace "Ed" Sampson|M|34|180|77|United States
15453|Paul Curkeet Samson|M|22|198|114|United States
15454|Aleksandr Vasilyevich Samsonov|M|19|187|80|Soviet Union
15455|Sergey Viktorovich Samsonov|M|23|172|81|Russia
15456|Samuel Fuchs|M|24|200|89|Brazil
15457|Adriana Ramos Samuel|F|34|178|65|Brazil-2
15458|Robert Lewis "Bob" Samuelson|M|25|195|99|United States
15459|Evelina Louise Samuelsson|F|17|160|60|Sweden
15460|Jessica Eva Katarina Samuelsson|F|24|166|59|Sweden
15461|Karl Mikael Samuelsson|M|29|186|94|Sweden
15462|Alf Tommy Samuelsson|M|28|174|74|Sweden
15463|Valentin Samungi|M|30|184|77|Romania
15464|Varteres Varteresovich Samurgashev|M|24|172|74|Russia
15465|Fernando San Emeterio Lara|M|28|199|105|Spain
15466|Juan Antonio San Epifanio Ruiz|M|25|198|89|Spain
15467|Levan Sanadze|M|23|174|70|Soviet Union
15468|Mohammad Ali Sanatkaran|M|27|175|78|Iran
15469|Alden Reamer "Zeke" Sanborn|M|20|188|84|United States
15470|Elier Snchez Quesada|M|21|186|90|Cuba
15471|Eriel Snchez Len|M|33|183|94|Cuba
15472|Flix Snchez Marcelo|M|34|178|64|Dominican Republic
15473|Germn Sal Snchez Snchez|M|24|165|50|Mexico
15474|Joel Snchez Guerrero|M|36|175|53|Mexico
15475|Francisco "Kiko" Snchez Luna|M|26|190|72|Spain
15476|Laura Aleida Snchez Soto|F|26|165|55|Mexico
15477|Marta Snchez Salfrn |F|31|178|75|Cuba
15478|Juan Ignacio "Pepe" Snchez Brown|M|27|193|90|Argentina
15479|Roco Mara Snchez Moccia|F|23|157|54|Argentina
15480|Samuel Snchez Gonzlez|M|30|181|68|Spain
15481|Wilber Snchez Amita|M|23|159|48|Cuba
15482|Arnzazu Isabel Mara "Arantxa" Snchez Vicario|F|24|169|56|Spain
15483|Emilio Angel Snchez Vicario|M|23|179|74|Spain
15484|Brit Sandaune|F|28|172|65|Norway
15485|Tom Sandberg|M|28|175|66|Norway
15486|Christopher Joseph "Chris" Sande|M|24|173|74|Kenya
15487|Kaitlin Shea Sandeno (-Hogan)|F|21|168|54|United States
15488|Maria Sander (Domagala-)|F|27|165|69|Germany
15489|Taylor Sander|M|24|193|86|United States
15490|Anthony Marcus Sanders|M|26|185|91|United States
15491|Richard Joseph "Rich" Sanders|M|27|166|57|United States
15492|Summer Elisabeth Sanders (-Henderson, -Schlopy)|F|19|175|57|United States
15493|Franklyn Bonn "Frank" Sanders, Jr.|M|22|188|98|United States
15494|Annemarie Sanders-Keijzer|F|34|163|52|Netherlands
15495|Tonya Denise "Teee" Sanders-Williams (-Slacanin)|F|24|180|66|United States
15496|Cael Norman Sanderson|M|25|182|84|United States
15497|Theresa Ione "Tessa" Sanderson (-White)|F|28|168|70|Great Britain
15498|Mirko Sandi|M|26|198|100|Yugoslavia
15499|Marita Sandig (-Gasch)|F|22|175|68|East Germany
15500|Olof rjan Sandler|M|27|180|74|Sweden
15501|Sandra Maria Suruagy Lima|F|33|178|63|Brazil
15502|Sandra Tavares Pires Nascimento|F|27|174|64|Brazil-2
15503|Sandro Raniere Guimares Cordeiro|M|23|187|75|Brazil
15504|Leevan Sands|M|26|191|82|Bahamas
15505|Tomas Sandstrm|M|19|189|92|Sweden
15506|Ulf Hendry Sandstrm|M|20|180|81|Sweden
15507|Michael Sandstd|M|24|180|74|Denmark
15508|Adam Sandurski|M|27|214|135|Poland
15509|Monica Sandve (-Langeland)|F|26|168|62|Norway
15510|Viktor Saneyev|M|34|188|78|Soviet Union
15511|Ippolito Sanfratello|M|32|180|77|Italy
15512|Julius Sang|M|26|175|69|Kenya
15513|Patrick Kiprop Sang|M|28|180|65|Kenya
15514|Daniel Ren Claude Sangouma|M|23|187|84|France
15515|Kseniya Andreyevna Sankovich|F|22|172|54|Belarus
15516|Yuko Sano|F|32|159|53|Japan
15517|Jordi Sans Juan|M|30|180|70|Spain
15518|Boris Louis Sanson|M|27|193|80|France
15519|Andrea Santarelli|M|23|184|76|Italy
15520|Elisa Santoni|F|24|176|56|Italy
15521|Jenna Santoromito|F|21|169|65|Australia
15522|Mia Santoromito|F|23|169|80|Australia
15523|Daniel Santos Pea|M|20|182|67|Puerto Rico
15524|Lugueln Miguel Santos Aquino|M|18|173|58|Dominican Republic
15525|Paulo dos Santos|M|24|178|64|Brazil
15526|Carles Sanz Lpez|M|21|177|88|Spain
15527|Salvatore Sanzo|M|32|178|73|Italy
15528|Stasys aparnis|M|29|174|72|Soviet Union
15529|Yury Nikolayevich Sapega|M|23|196|85|Soviet Union
15530|Debora Elaine "Debra" Sapenter (-Speight, -Christopher)|F|24|170|52|United States
15531|Aleksandar api|M|30|188|100|Serbia
15532|Serik Zhumangaliyevich Sapiyev|M|28|179|64|Kazakhstan
15533|Aleksa aponji|M|20|191|98|Serbia
15534|Jevgijs Saproenko|M|25|172|65|Latvia
15535|Aleksandr Mikhaylovich Saprykin|M|26|197|94|Soviet Union
15536|Zlatko "Zlatan" Saraevi|M|35|187|97|Croatia
15537|Giulio Cesare Saraudi|M|22|183|81|Italy
15538|Hassan Sardar|M|26|178|70|Pakistan
15539|James Fred Robert "Dick" Sargeant|M|28|183|75|Barrenjoey
15540|Inessa Yevgenyevna Sargsyan (Yemelyanova-, -Korkmaz)|F|28|190|75|Russia
15541|Stepan Sargsyan|M|26|164|62|Soviet Union
15542|Sandra ari|F|24|175|67|Croatia
15543|Albert Saritov|M|31|188|100|Romania
15544|Yurik Sarkisyan|M|18|167|59|Soviet Union
15545|Istvn Srkzi|M|20|176|72|Hungary
15546|Gyrgy Sarls|M|28|184|84|Hungary
15547|Mauro Sarmiento|M|29|196|80|Italy
15548|Victoriano Sarmientos Bios|M|19|186|87|Cuba
15549|Craig Brian Sarner|M|22|180|84|United States
15550|Lszl Srosi|M|29|183|83|Hungary
15551|Bakhyt Abdirakhmanovich Sarsekbayev|M|26|173|69|Kazakhstan
15552|Andrea Sartoretti|M|33|194|88|Italy
15553|Alessio Sartori|M|35|200|100|Italy
15554|Nicola Sartori|M|24|188|85|Italy
15555|Tatyana Filippovna Sarycheva|F|23|175|72|Soviet Union
15556|Setsuko Sasaki|F|19|173|60|Japan
15557|Szvetiszlv Sasics|M|28|179|72|Hungary
15558|Anatoly Fomich Sass|M|32|188|84|Soviet Union
15559|Welissa "Sass" de Souza Gonzaga|F|25|179|76|Brazil
15560|Or Sasson|M|25|193|120|Israel
15561|William Spencer "Will" Satch|M|27|198|100|Great Britain
15562|Eric Anthony Teruo Sato|M|26|180|73|United States
15563|Hisayoshi Sato|M|21|179|70|Japan
15564|Liane Lissa Sato|F|27|162|55|United States
15565|Mitsuru Sato|M|26|163|59|Japan
15566|Rie Sato|F|27|171|57|Japan
15567|Shinichi Sato|M|26|183|80|Japan
15568|Tetsuo Sato|M|23|198|86|Japan
15569|Tomoaki Sato|M|27|184|90|Japan
15570|Toshiharu Sato|M|19|170|62|Japan
15571|Yasuhiro Sato|M|24|176|76|Japan
15572|Yasutaka Sato|M|24|184|78|Japan
15573|Yuki Sato|F|23|165|61|Japan
15574|Imre Stori (Schwertz)|M|23|170|69|Hungary
15575|Tae Satoya|F|25|166|55|Japan
15576|Ivan Satrapa|M|26|182|88|Czechoslovakia
15577|Bekzat Seilkhanovich Sattarkhanov|M|20|169|57|Kazakhstan
15578|Rebecca Sattin|F|23|180|77|Australia
15579|Norbert Sattler|M|20|168|68|Austria
15580|Jean Marlene Saubert|F|21|167|68|United States
15581|Lucia Sauca (-Toader)|F|20|179|78|Romania
15582|Martin Sauer|M|33|169|55|Germany
15583|Uwe Sauer|M|40|185|70|West Germany
15584|Lotte Nicolien Sauerbreij|F|30|164|58|Netherlands
15585|Rebecca Elizabeth "Becky" Sauerbrunn|F|27|170|64|United States
15586|Glynn Saulters|M|23|188|80|United States
15587|David Patrick "Dave" Saunders|M|27|190|88|United States
15588|Townsend Saunders|M|29|165|68|United States
15589|Christoph Sauser|M|24|181|65|Switzerland
15590|Dmitry Ivanovich Sautin|M|34|172|65|Russia
15591|Brian Savage|M|22|188|87|Canada
15592|Allin Paul Savage|M|50|175|91|Canada
15593|Cristian Savani|M|30|195|95|Italy
15594|Katerine Savard|F|23|167|54|Canada
15595|Viktor Hryhorovych Savchenko|M|27|172|71|Soviet Union
15596|Ilya Yevgenyevich Savelyev|M|29|202|90|Russia
15597|Sergey Petrovich Savelyev|M|27|178|70|Soviet Union
15598|Tatyana Andreyevna Savelyeva|F|17|164|57|Soviet Union
15599|Jill Savery|F|24|160|52|United States
15600|Dejan Savi|M|33|190|120|Serbia
15601|Maja Savi|F|36|176|66|Montenegro
15602|Radmila "Rada" Savi|F|19|170|69|Yugoslavia
15603|Zoran Savi|M|29|209|114|Serbia and Montenegro
15604|Yury Nikolayevich Savichev|M|23|183|73|Soviet Union
15605|Jess Savigne Savigne|M|23|187|90|Cuba
15606|Jane Kara Saville (-White)|F|29|164|52|Australia
15607|Aleksandr Borisovich Savin|M|23|200|97|Soviet Union
15608|Vitaly Anatolyevich Savin|M|22|184|95|Soviet Union
15609|Mariya Sergeyevna Savinova (-Farnosova)|F|26|172|60|Russia
15610|Svio Pimentel Bortolini|M|22|176|70|Brazil
15611|Javier Pedro Saviola Fernndez|M|22|168|60|Argentina
15612|Galina Vladimirovna Savitskaya (Krisevich-)|F|27|187|79|Soviet Union
15613|Larisa Mikhaylovna Savkina|F|25|178|75|Soviet Union
15614|Heikki Ilmari Savolainen|M|44|172|64|Finland
15615|Jaana Maarit Savolainen|F|24|162|51|Finland
15616|Amarilys Savn Carmenate|F|30|159|52|Cuba
15617|Erislandy Savn Cotilla|M|26|192|91|Cuba
15618|Flix Savn Fabr|M|32|198|91|Cuba
15619|Anzhelika "Angelica" Savrayuk|F|22|175|49|Italy
15620|Homare Sawa|F|33|164|55|Japan
15621|Govind Rao Sawant|M|24|171|60|India
15622|Aljona Sawtchenko|F|30|153|48|Germany-1
15623|Saynjargalyn Nyam-Ochir|M|26|174|73|Mongolia
15624|John Anthony Sayre|M|24|193|88|United States
15625|Adam Khamidovich Saytiyev|M|22|178|80|Russia
15626|Buvaysar Khamidovich Saytiyev|M|33|180|74|Russia
15627|Nataliya Vyacheslavovna "Natasha" Sazanovich|F|27|178|70|Belarus
15628|Sazhid Khalilrakhimovich Sazhidov|M|24|176|84|Russia
15629|Per Albert Stersdal|M|28|181|79|Norway
15630|Lasse Stre|M|27|182|85|Norway
15631|Herdis Birgitte Sttem (-Jomaas)|F|22|178|70|Norway
15632|Mohamed Karim "Moe" Sbihi|M|28|202|110|Great Britain
15633|Antonio Massimiliano Scaduto|M|30|193|93|Italy
15634|Giovanni Scalzo|M|29|180|77|Italy
15635|Angelo Scalzone|M|41|177|92|Italy
15636|Susannah "Susie" Scanlan|F|22|170|58|United States
15637|James Scanlon|M|20|181|70|Australia
15638|Ylenia Scapin|F|25|166|70|Italy
15639|Luigi Scarabello|M|20|172|74|Italy
15640|Edward Richard "Eddie" Scarf|M|23|180|99|Australia
15641|Roxana Mariana Scarlat|F|21|170|54|Romania
15642|Alexander Frederick Yorke Scarlett|M|25|196|98|Great Britain
15643|Milton Antonio Scaron Falero|M|20|185|80|Uruguay
15644|Hctor Pedro Scarone Beretta|M|29|173|74|Uruguay
15645|Mariela Carla "Maru" Scarone|F|25|163|60|Argentina
15646|Daniele Scarpa|M|32|191|94|Italy
15647|Bedich erban|M|27|171|80|Czechoslovakia
15648|Viktors erbatihs|M|33|181|145|Latvia
15649|Andreas Schaad|M|28|175|65|Switzerland
15650|Franz Schachner|M|25|176|83|Austria-1
15651|Hartmut Schade|M|21|180|77|East Germany
15652|Herbert Otto Emanuel Schade|M|30|179|65|Germany
15653|Wendy Lynn Schaeffer|F|21|167|60|Australia
15654|Jan Schfer|M|25|194|85|Germany
15655|Frank Schaffer|M|21|188|80|East Germany
15656|Johanna Schaller-Klier|F|27|176|70|East Germany
15657|Arlie Alfred Schardt|M|24|173|64|United States
15658|Erich Schrer|M|33|173|82|Switzerland-1
15659|Wilhelm "Willy" Schrer|M|20|182|69|Switzerland
15660|Justus Scharowsky|M|23|180|78|Germany
15661|Samuel Schatzmann|M|32|177|78|Switzerland
15662|Martin Schaudt|M|45|185|77|Germany
15663|Dietmar Schauerhammer|M|32|188|89|East Germany-1
15664|Molly Patricia Schaus|F|25|175|71|United States
15665|Sophie Celina Scheder|F|19|167|56|Germany
15666|Maartje Trijntje Scheepstra|F|24|157|57|Netherlands
15667|Christine Scheiblich (-Hahn)|F|21|172|68|East Germany
15668|Wolfgang Scheidel|M|28|183|90|East Germany
15669|Robert Scheidt|M|39|188|76|Brazil
15670|Charlotta Eva "Lotta" Schelin|F|32|179|64|Sweden
15671|Ute Schell-Wagner-Stange|F|26|180|80|Germany
15672|Anne Schellekens|F|26|163|48|Netherlands
15673|Imke Anne Marian Schellekens-Bartels|F|31|178|61|Sunrise
15674|Tobias Schellenberg|M|25|176|72|Germany
15675|Florence Schelling|F|24|174|65|Switzerland
15676|Norbert "Norb" Schemansky|M|40|181|105|United States
15677|Simon Schempp|M|25|178|68|Germany
15678|Adrie "Ard" Schenk|M|27|190|90|Netherlands
15679|Christian Schenk|M|23|200|93|East Germany
15680|Franziska Michaela Schenk|F|19|173|67|Germany
15681|Pavel Schenk|M|27|198|88|Czechoslovakia
15682|Frank Schepke|M|25|198|95|Germany
15683|Kraft Schepke|M|26|190|89|Germany
15684|Markus Scherer|M|22|156|52|West Germany
15685|Fernando "Xuxa" de Queiroz Scherer|M|25|193|85|Brazil
15686|William Harold "Bill" Scherr|M|27|183|100|United States
15687|Francis Schewetta|M|28|180|72|France
15688|Angelo Schiavio|M|22|178|69|Italy
15689|Bettina Schieferdecker|F|20|164|53|East Germany
15690|Nathan John "Nate" Schierholtz|M|24|188|98|United States
15691|Ren Charles Schiermeyer|M|21|179|73|France
15692|Andreas Schifferer|M|27|178|92|Austria
15693|Marlies Schild (-Raich)|F|32|172|66|Austria
15694|Martina Schild|F|24|170|67|Switzerland
15695|Gerhard Schiller|M|23|179|65|West Germany
15696|Stephanie Schiller|F|22|182|75|Germany
15697|Maurice Auguste Schills|M|20|188|83|France
15698|Lorenz Schindelholz|M|25|183|83|Switzerland-1
15699|Jessicah Lee "Jess" Schipper|F|21|170|60|Australia
15700|Dafne Schippers|F|24|179|70|Netherlands
15701|Claus Schiprowski|M|25|177|69|West Germany
15702|Mette Schjoldager (-Truedsson)|F|27|168|61|Denmark-2
15703|Evelin Schlaak-Jahl (-Herberg)|F|24|183|90|East Germany
15704|Melanie Rene "Mel" Schlanger (-Wright)|F|25|176|65|Australia
15705|Gert Jan Schlatmann|M|24|178|74|Netherlands
15706|Bradley Wilfred "Brad" Schlegel|M|25|177|85|Canada
15707|Anne Kathryn Schleper|F|24|178|77|United States
15708|Gabriela "Gaby" Schley-Schwe|F|20|165|59|West Germany
15709|Svenja Schlicht|F|17|185|67|West Germany
15710|Peter Schlickenrieder|M|31|172|69|Germany
15711|Christian Schliemann|M|26|180|75|West Germany
15712|Gregor Schlierenzauer|M|24|182|64|Austria
15713|Alois Schloder|M|28|183|80|West Germany
15714|Karin Schlter|F|35|167|51|West Germany
15715|Andreas Schltter|M|33|185|75|Germany
15716|Jrg Schmall|M|33|175|66|West Germany
15717|Richarda Schmeier (-Hartmann)|F|18|158|46|East Germany
15718|Karsten Schmeling|M|26|196|91|East Germany
15719|Lauren Schmetterling|F|28|180|77|United States
15720|Bernard Jules Robert Schmetz|M|32|189|92|France
15721|Harald Schmid|M|26|187|82|West Germany
15722|Adelheid "Heidi" Schmid (-Grundmann)|F|25|166|63|Germany
15723|Kurt Schmid|M|20|190|85|Switzerland
15724|Manfred Schmid|M|23|180|87|Austria-1
15725|Michael "Mike" Schmid|M|25|193|96|Switzerland
15726|Rudolf Schmid|M|24|183|83|Austria-1
15727|Susanne Leonie "Susi" Schmid (-Brundert)|F|23|170|64|West Germany
15728|Sven Attila Schmid|M|26|188|83|Germany
15729|Jennifer Lynn "Jenny" Schmidgall-Potter|F|31|163|66|United States
15730|Lisa Schmidla|F|25|173|76|Germany
15731|Bettina Schmidt (-Neumann)|F|23|176|85|East Germany
15732|William David "Bill" Schmidt|M|24|183|100|United States
15733|Bruno Oscar Schmidt|M|29|185|87|Brazil-1
15734|Carmela Schmidt (-Ertel)|F|18|173|66|East Germany
15735|Cerstin Schmidt (-Almonat)|F|24|178|62|East Germany
15736|Dietmar Schmidt|M|28|181|87|East Germany
15737|Frederick Weber "Fred" Schmidt|M|20|188|84|United States
15738|Fritz Schmidt|M|29|176|74|West Germany
15739|Hubertus Schmidt|M|44|183|78|Germany
15740|Ingrid Schmidt (-Naue)|F|15|172|60|Germany
15741|Jrg Schmidt|M|27|192|95|East Germany
15742|Kathryn Joan "Kate" Schmidt|F|22|186|80|United States
15743|Helene Hermine "Leni" Schmidt (-Fischer)|F|21|169|60|Germany
15744|Magdalena Schmidt (-Jakob)|F|19|160|50|East Germany
15745|Markus Schmidt|M|23|178|80|Austria
15746|Martina Schmidt (-Schwarz)|F|19|174|66|East Germany
15747|Pavel Schmidt|M|30|180|82|Czechoslovakia
15748|Rainer Schmidt|M|23|176|69|East Germany
